time,source,band_0,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30,band_31
47.5,ref,-63.25,-58.98,-54.32,-52.32,-49.94,-49.08,-48.60,-46.60,-41.64,-42.29,-40.20,-41.33,-49.82,-53.85,-54.57,-58.72,-47.05,-51.29,-58.10,-57.64,-66.25,-70.90,-75.53,-77.70,-77.62,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
47.5,room,-71.08,-69.33,-63.78,-52.22,-46.91,-41.73,-40.47,-42.32,-33.88,-36.43,-41.77,-35.85,-46.15,-54.02,-53.88,-61.37,-49.97,-49.38,-57.64,-55.83,-66.98,-71.14,-78.98,-79.84,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
47.5,processed,-75.07,-69.19,-62.86,-58.23,-54.07,-54.42,-52.68,-52.67,-57.75,-51.75,-49.18,-52.09,-59.90,-63.00,-60.61,-62.94,-61.66,-59.87,-65.99,-68.36,-77.24,-79.96,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
47.6,ref,-50.60,-46.20,-42.83,-37.44,-28.56,-23.08,-27.05,-32.91,-38.96,-39.42,-43.33,-45.64,-52.02,-53.93,-51.80,-60.74,-55.00,-56.85,-65.49,-66.21,-71.60,-73.07,-76.23,-78.84,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
47.6,room,-50.04,-49.83,-51.40,-64.61,-29.89,-22.47,-25.84,-27.57,-37.81,-45.16,-45.71,-46.54,-48.42,-56.38,-53.05,-59.83,-55.36,-54.35,-65.35,-63.51,-72.35,-75.80,-79.31,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
47.6,processed,-59.55,-55.56,-49.98,-44.33,-34.36,-29.68,-29.56,-27.70,-38.46,-45.07,-46.44,-48.62,-54.33,-59.14,-62.38,-62.83,-57.72,-60.11,-65.81,-69.91,-77.77,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
47.7,ref,-47.68,-45.88,-45.46,-43.66,-21.27,-31.29,-43.24,-32.35,-49.72,-49.54,-47.11,-53.53,-56.77,-54.16,-45.33,-62.52,-62.49,-58.34,-70.10,-68.73,-73.54,-75.43,-76.99,-79.47,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
47.7,room,-57.72,-53.96,-44.92,-44.23,-21.59,-25.21,-33.19,-29.67,-39.30,-41.00,-48.69,-48.91,-55.25,-59.17,-48.24,-60.87,-57.72,-56.03,-65.38,-66.88,-72.00,-75.02,-77.03,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
47.7,processed,-55.42,-53.43,-50.61,-50.70,-22.72,-27.44,-29.19,-29.26,-38.39,-46.55,-49.12,-43.22,-62.60,-59.05,-59.10,-64.03,-60.62,-59.61,-68.00,-70.34,-79.65,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
47.8,ref,-69.61,-49.16,-34.16,-25.44,-25.77,-28.62,-29.79,-36.42,-44.14,-48.58,-52.17,-50.86,-57.55,-61.54,-47.79,-65.89,-60.18,-55.72,-70.98,-69.49,-71.69,-75.13,-78.47,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
47.8,room,-53.47,-54.28,-40.78,-32.10,-30.16,-25.96,-29.93,-32.46,-41.57,-46.96,-51.62,-49.61,-55.13,-62.51,-52.43,-60.55,-58.82,-51.56,-67.71,-65.47,-70.62,-75.68,-77.81,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
47.8,processed,-71.09,-57.77,-40.98,-29.77,-30.58,-29.63,-35.34,-28.97,-39.24,-49.23,-46.30,-44.33,-57.10,-59.58,-56.51,-65.68,-60.16,-59.23,-66.01,-70.77,-77.55,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
47.9,ref,-53.89,-49.46,-30.81,-21.66,-30.00,-33.10,-30.96,-37.20,-40.97,-50.20,-54.62,-58.13,-57.86,-57.63,-51.06,-65.15,-63.17,-55.59,-69.06,-70.15,-73.49,-75.20,-76.45,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
47.9,room,-52.88,-48.20,-39.04,-26.33,-25.69,-25.03,-29.48,-36.32,-45.87,-45.92,-53.34,-49.33,-55.70,-58.95,-51.19,-60.77,-57.76,-54.74,-63.37,-62.99,-71.25,-73.94,-78.08,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
47.9,processed,-64.52,-58.59,-36.81,-23.96,-26.79,-28.06,-32.45,-33.09,-45.31,-47.89,-47.82,-45.39,-54.69,-56.50,-57.13,-66.49,-62.30,-60.33,-68.95,-71.95,-78.90,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
48.0,ref,-64.44,-42.40,-29.02,-29.14,-37.43,-38.17,-32.71,-36.57,-36.82,-38.53,-37.70,-39.18,-48.60,-54.81,-47.43,-56.50,-49.38,-49.33,-55.40,-56.84,-64.85,-69.29,-73.56,-76.52,-75.55,-77.68,-79.81,-80.00,-80.00,-80.00,-80.00,-80.00
48.0,room,-54.04,-52.70,-40.40,-28.85,-28.55,-30.19,-29.49,-33.60,-31.66,-37.64,-43.57,-37.63,-48.32,-56.06,-51.85,-58.90,-55.30,-51.37,-59.86,-59.99,-70.37,-73.55,-79.10,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
48.0,processed,-65.12,-58.86,-36.12,-28.85,-31.43,-33.47,-31.26,-35.99,-35.84,-46.58,-43.98,-42.61,-55.79,-60.63,-55.76,-62.51,-59.63,-58.41,-66.82,-68.52,-76.09,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
48.1,ref,-49.77,-50.27,-42.74,-38.66,-23.80,-22.76,-30.71,-37.98,-47.91,-41.98,-45.66,-53.38,-58.04,-55.44,-48.53,-63.13,-58.37,-61.77,-63.83,-70.53,-72.78,-75.49,-78.24,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
48.1,room,-46.47,-42.44,-42.67,-40.88,-23.08,-22.92,-31.65,-30.10,-38.02,-44.05,-47.02,-47.37,-52.25,-53.06,-54.62,-61.93,-56.39,-57.32,-63.97,-65.00,-71.75,-73.53,-77.99,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
48.1,processed,-59.78,-70.14,-54.03,-45.02,-22.01,-23.56,-25.57,-28.68,-37.21,-47.27,-47.59,-46.76,-56.77,-64.34,-54.50,-65.07,-61.98,-59.99,-68.72,-70.40,-78.81,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
48.2,ref,-54.05,-60.96,-61.24,-57.16,-31.05,-37.49,-30.57,-27.74,-49.28,-56.31,-54.64,-54.57,-59.63,-50.76,-57.35,-63.06,-54.21,-63.48,-64.68,-71.39,-72.34,-73.84,-77.57,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
48.2,room,-51.89,-56.63,-46.60,-35.89,-26.94,-34.17,-27.43,-24.27,-41.35,-52.29,-54.12,-53.23,-58.71,-51.79,-53.62,-61.92,-56.60,-55.64,-60.76,-65.69,-71.87,-74.24,-78.82,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
48.2,processed,-57.90,-65.50,-49.28,-41.81,-30.95,-29.01,-26.49,-21.89,-41.26,-53.41,-46.41,-43.95,-58.14,-56.75,-58.09,-67.73,-62.98,-60.86,-66.93,-71.00,-78.67,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
48.3,ref,-65.68,-63.63,-46.75,-36.99,-23.95,-25.56,-29.49,-34.93,-43.30,-49.78,-57.37,-52.01,-52.77,-51.60,-49.96,-60.63,-53.15,-53.39,-61.20,-67.76,-71.85,-74.78,-78.90,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
48.3,room,-71.27,-58.83,-52.63,-37.02,-27.77,-25.62,-30.01,-30.79,-42.93,-47.03,-50.42,-41.49,-52.17,-53.96,-56.50,-62.81,-53.89,-54.05,-58.43,-60.33,-70.29,-72.79,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
48.3,processed,-59.69,-58.66,-50.05,-33.68,-26.36,-29.87,-28.55,-25.95,-43.35,-48.60,-48.60,-45.90,-54.66,-57.60,-58.21,-66.44,-60.44,-61.36,-66.49,-71.54,-79.22,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
48.4,ref,-66.98,-66.56,-44.32,-40.93,-33.19,-30.59,-27.86,-33.39,-34.96,-36.46,-37.56,-39.10,-47.76,-50.34,-54.62,-59.24,-48.38,-51.23,-57.06,-57.60,-66.82,-70.49,-74.81,-76.24,-77.08,-79.39,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
48.4,room,-57.36,-49.84,-45.16,-45.41,-30.20,-27.15,-25.54,-30.40,-37.13,-40.39,-42.54,-43.76,-47.45,-53.10,-55.90,-59.56,-55.07,-53.48,-62.15,-66.11,-71.75,-72.05,-76.21,-79.39,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
48.4,processed,-59.67,-63.79,-54.29,-43.61,-27.52,-26.18,-27.16,-27.51,-38.14,-42.51,-46.29,-45.43,-54.12,-60.46,-60.68,-65.99,-58.68,-60.84,-65.46,-68.41,-77.15,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
48.5,ref,-52.13,-50.08,-47.97,-39.54,-21.80,-23.28,-38.31,-39.37,-52.07,-47.28,-50.21,-56.56,-54.17,-55.33,-47.85,-62.14,-60.93,-59.35,-68.24,-69.46,-72.66,-73.65,-75.81,-78.33,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
48.5,room,-48.16,-50.72,-46.18,-39.72,-24.67,-23.94,-29.68,-29.99,-39.94,-48.76,-50.14,-52.77,-52.93,-57.13,-50.53,-63.87,-54.70,-56.26,-66.62,-65.68,-68.66,-71.80,-79.51,-79.23,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
48.5,processed,-56.18,-58.02,-55.84,-39.36,-25.35,-26.41,-25.26,-25.16,-37.87,-45.92,-50.53,-45.97,-56.72,-58.89,-60.72,-67.88,-60.17,-60.86,-65.36,-70.02,-78.72,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
48.6,ref,-55.60,-53.05,-41.17,-33.21,-21.46,-31.40,-40.95,-32.18,-46.86,-49.90,-55.52,-53.06,-60.98,-60.80,-48.19,-62.50,-56.94,-57.79,-68.60,-69.12,-72.52,-75.17,-75.55,-79.04,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
48.6,room,-69.06,-53.32,-43.97,-47.84,-21.55,-24.88,-30.31,-30.47,-39.98,-44.69,-51.10,-48.94,-57.43,-59.82,-53.74,-64.03,-57.48,-54.55,-67.71,-69.29,-72.01,-73.40,-77.35,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
48.6,processed,-61.37,-63.74,-48.32,-35.88,-20.54,-23.52,-31.83,-29.30,-42.07,-45.54,-48.02,-48.93,-58.14,-57.17,-59.80,-64.37,-63.73,-59.99,-65.07,-70.40,-79.11,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
48.7,ref,-56.35,-59.34,-40.19,-23.49,-27.01,-38.00,-37.21,-35.64,-48.72,-49.34,-52.75,-52.56,-61.09,-60.31,-55.76,-64.69,-61.27,-55.68,-68.75,-70.19,-72.69,-75.16,-76.52,-78.34,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
48.7,room,-53.80,-50.40,-41.69,-27.13,-25.29,-29.02,-25.50,-29.69,-42.83,-46.15,-50.93,-50.44,-56.94,-60.13,-50.90,-63.40,-59.03,-54.47,-65.33,-69.73,-73.22,-74.30,-77.46,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
48.7,processed,-60.14,-69.40,-42.28,-25.93,-25.21,-31.51,-29.76,-28.74,-38.51,-46.08,-51.91,-45.27,-56.48,-56.79,-60.45,-68.64,-63.78,-59.35,-65.82,-70.79,-79.95,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
48.8,ref,-52.05,-39.57,-25.67,-23.89,-35.70,-39.37,-32.00,-45.07,-43.42,-47.31,-44.12,-43.45,-54.71,-57.58,-51.62,-60.70,-54.57,-51.58,-59.64,-60.22,-69.39,-73.07,-75.56,-76.48,-79.77,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
48.8,room,-61.75,-63.76,-36.28,-25.75,-28.38,-32.74,-29.70,-36.02,-39.08,-41.14,-43.03,-37.23,-50.94,-58.25,-51.15,-62.54,-53.71,-51.55,-58.53,-58.55,-67.92,-74.92,-79.43,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
48.8,processed,-58.27,-51.61,-33.05,-25.76,-34.67,-34.11,-32.95,-34.21,-41.08,-45.10,-53.22,-46.28,-59.10,-61.40,-60.46,-66.85,-62.48,-58.72,-67.34,-69.84,-77.50,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
48.9,ref,-54.83,-44.49,-41.33,-45.27,-31.78,-24.25,-27.21,-32.53,-36.57,-38.15,-41.98,-40.49,-51.59,-52.32,-49.36,-59.81,-54.84,-53.73,-60.48,-62.17,-69.58,-72.78,-77.47,-77.41,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
48.9,room,-65.63,-57.99,-47.53,-41.42,-31.27,-23.92,-26.76,-26.47,-40.21,-43.41,-43.37,-47.47,-52.17,-56.94,-49.94,-63.70,-58.96,-56.28,-66.01,-66.83,-72.06,-79.66,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
48.9,processed,-64.51,-66.40,-41.85,-45.94,-29.75,-34.77,-31.14,-27.14,-37.68,-42.13,-45.67,-45.96,-58.53,-59.39,-58.17,-64.86,-62.54,-57.18,-66.91,-69.30,-78.39,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
49.0,ref,-52.92,-45.45,-44.47,-44.21,-19.80,-29.64,-36.57,-36.01,-52.43,-48.48,-49.01,-48.20,-60.86,-58.40,-54.85,-64.82,-62.11,-62.42,-65.19,-68.96,-72.56,-75.01,-78.91,-78.06,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
49.0,room,-65.31,-51.86,-42.46,-41.50,-20.82,-24.06,-29.95,-32.15,-39.85,-46.89,-51.36,-50.05,-56.95,-59.13,-56.08,-63.07,-58.04,-58.37,-67.74,-66.86,-74.13,-79.37,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
49.0,processed,-63.61,-56.73,-49.59,-39.63,-19.66,-23.78,-25.81,-27.89,-40.02,-44.55,-47.43,-43.26,-56.60,-62.98,-61.78,-63.97,-63.83,-56.93,-68.44,-71.19,-79.23,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
49.1,ref,-54.15,-53.79,-49.74,-38.21,-24.23,-34.28,-30.62,-28.36,-51.03,-52.19,-50.98,-48.80,-57.86,-49.51,-57.59,-64.77,-55.72,-63.27,-66.06,-72.49,-71.39,-74.86,-78.62,-77.69,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
49.1,room,-52.35,-70.71,-46.50,-35.83,-24.97,-30.71,-27.24,-25.10,-41.39,-50.95,-50.34,-51.46,-62.03,-57.49,-55.96,-59.86,-58.79,-60.69,-64.67,-66.41,-75.51,-78.09,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
49.1,processed,-59.27,-60.53,-50.60,-38.48,-21.91,-27.37,-28.41,-24.23,-43.11,-47.71,-48.56,-44.60,-58.56,-54.85,-63.53,-67.40,-63.95,-59.77,-66.78,-70.23,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
49.2,ref,-59.45,-56.06,-49.37,-40.48,-27.14,-29.40,-28.84,-29.33,-47.91,-51.05,-51.93,-50.29,-50.09,-50.75,-51.93,-61.48,-56.20,-53.70,-60.19,-70.62,-74.17,-76.20,-79.55,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
49.2,room,-67.31,-54.95,-48.79,-41.25,-25.45,-27.65,-25.85,-25.07,-47.73,-53.47,-55.46,-49.20,-54.60,-55.57,-53.50,-64.53,-60.01,-55.36,-64.73,-66.22,-73.68,-77.81,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
49.2,processed,-61.86,-77.51,-45.83,-41.40,-26.38,-34.19,-25.51,-22.71,-42.34,-48.56,-50.87,-44.79,-56.27,-58.05,-63.78,-67.50,-62.94,-58.83,-67.07,-70.44,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
49.3,ref,-52.04,-47.27,-43.42,-40.76,-33.76,-25.68,-26.82,-31.07,-35.54,-36.80,-40.11,-40.06,-50.28,-50.66,-54.40,-59.41,-51.34,-53.91,-60.26,-60.51,-69.43,-72.92,-76.86,-76.98,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
49.3,room,-58.30,-51.40,-46.42,-43.82,-31.46,-25.40,-25.51,-27.14,-36.22,-44.33,-44.49,-46.64,-49.29,-55.45,-54.09,-63.64,-59.25,-55.84,-65.83,-66.46,-73.43,-78.15,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
49.3,processed,-56.66,-55.92,-47.90,-40.41,-34.33,-29.38,-27.11,-24.93,-37.72,-40.62,-42.70,-43.83,-53.69,-59.37,-67.58,-63.31,-58.34,-58.05,-64.10,-67.95,-77.52,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
49.4,ref,-51.73,-47.01,-41.87,-36.01,-25.64,-22.94,-28.16,-34.25,-42.33,-41.26,-46.49,-47.37,-53.33,-54.25,-52.63,-61.71,-56.05,-58.49,-68.21,-67.82,-73.31,-74.18,-77.72,-78.89,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
49.4,room,-50.86,-45.29,-43.14,-41.75,-25.02,-22.96,-27.24,-28.75,-36.85,-47.47,-45.28,-48.74,-49.65,-58.04,-53.28,-63.04,-59.21,-55.42,-67.25,-67.42,-73.48,-78.80,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
49.4,processed,-59.49,-60.30,-48.98,-38.63,-22.42,-22.50,-25.82,-26.31,-38.14,-46.42,-43.66,-47.80,-56.11,-57.95,-66.53,-65.14,-61.61,-61.26,-65.97,-68.60,-78.64,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
49.5,ref,-59.77,-47.71,-33.85,-23.42,-27.53,-33.78,-31.61,-34.78,-48.53,-49.57,-50.35,-52.89,-58.48,-61.08,-51.68,-67.04,-57.62,-57.57,-68.20,-68.13,-72.99,-75.16,-77.24,-79.97,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
49.5,room,-66.27,-65.95,-42.24,-29.99,-36.64,-28.10,-28.74,-27.62,-44.22,-51.56,-53.40,-48.04,-62.02,-62.79,-56.08,-64.64,-59.31,-55.90,-66.56,-68.06,-74.26,-78.81,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
49.5,processed,-63.93,-62.27,-40.57,-27.74,-30.08,-30.06,-28.65,-29.06,-43.40,-52.57,-48.87,-42.21,-59.14,-55.58,-58.15,-66.65,-61.78,-58.51,-65.93,-70.06,-79.82,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
49.6,ref,-53.79,-49.23,-28.03,-21.12,-28.79,-34.98,-32.75,-42.80,-40.08,-48.86,-52.98,-53.01,-56.49,-57.76,-50.95,-65.29,-60.94,-56.84,-68.02,-67.56,-74.71,-76.30,-78.39,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
49.6,room,-64.28,-61.32,-39.36,-24.62,-23.30,-28.07,-31.19,-32.19,-40.43,-49.95,-50.57,-45.67,-55.44,-60.74,-51.11,-62.51,-56.13,-55.93,-62.01,-62.74,-72.62,-77.49,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
49.6,processed,-60.61,-58.95,-34.12,-22.85,-22.11,-26.72,-33.44,-31.97,-42.32,-47.88,-52.06,-42.27,-57.31,-59.51,-61.87,-66.84,-61.77,-58.54,-67.97,-69.95,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
49.7,ref,-60.91,-42.07,-31.58,-31.44,-36.95,-38.32,-29.08,-33.65,-34.36,-36.47,-36.52,-38.25,-47.32,-53.46,-49.15,-57.47,-49.42,-49.79,-54.68,-55.96,-65.69,-68.93,-74.57,-74.87,-74.69,-78.96,-79.26,-80.00,-80.00,-80.00,-80.00,-80.00
49.7,room,-58.07,-62.50,-41.56,-30.41,-34.57,-38.52,-26.84,-32.88,-30.67,-37.51,-42.85,-40.75,-50.54,-57.00,-51.62,-61.51,-57.63,-55.60,-61.42,-63.27,-72.86,-77.32,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
49.7,processed,-75.54,-53.15,-38.46,-30.90,-30.07,-33.63,-32.37,-34.31,-34.59,-46.41,-43.19,-41.01,-54.56,-58.74,-57.33,-64.08,-59.84,-59.74,-65.21,-67.70,-78.06,-79.81,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
49.8,ref,-49.16,-52.43,-42.29,-49.51,-22.30,-22.37,-35.02,-40.09,-49.25,-42.74,-44.98,-52.88,-56.34,-57.59,-52.63,-63.55,-61.44,-59.69,-66.93,-70.89,-73.20,-75.61,-78.92,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
49.8,room,-52.79,-52.06,-47.30,-41.45,-22.80,-22.47,-31.30,-36.92,-39.67,-48.76,-45.78,-50.00,-55.49,-62.71,-56.64,-63.28,-59.15,-58.41,-65.63,-66.44,-75.56,-77.51,-77.30,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
49.8,processed,-59.84,-65.09,-47.60,-38.35,-19.87,-22.03,-25.49,-34.43,-35.08,-46.54,-45.13,-45.36,-57.51,-61.14,-56.75,-67.04,-63.68,-60.47,-69.75,-69.76,-79.01,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
49.9,ref,-54.32,-47.70,-55.15,-39.72,-21.05,-30.60,-34.48,-30.97,-48.65,-54.16,-49.62,-51.91,-57.66,-55.17,-53.61,-66.25,-60.28,-61.64,-66.53,-70.12,-73.78,-75.43,-79.80,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
49.9,room,-51.50,-49.11,-41.95,-34.41,-22.81,-27.62,-30.34,-28.08,-40.66,-43.87,-51.00,-49.90,-55.45,-59.89,-55.34,-65.10,-59.53,-61.05,-65.75,-66.58,-72.21,-77.58,-78.77,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
49.9,processed,-57.97,-62.68,-52.52,-37.80,-18.39,-21.59,-30.57,-28.92,-42.55,-46.14,-44.91,-46.85,-59.69,-61.96,-60.30,-69.24,-64.18,-60.10,-65.79,-71.14,-79.72,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
50.0,ref,-56.36,-59.85,-50.49,-49.31,-31.41,-37.77,-30.01,-28.57,-51.34,-57.72,-55.22,-55.63,-58.44,-52.77,-53.90,-66.40,-55.55,-61.22,-65.83,-73.03,-72.27,-74.10,-79.18,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
50.0,room,-56.24,-52.91,-45.52,-36.70,-28.03,-31.02,-28.18,-25.38,-46.67,-50.15,-54.64,-50.93,-56.02,-57.49,-57.20,-63.30,-55.07,-57.85,-64.69,-66.75,-71.65,-77.29,-78.42,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
50.0,processed,-61.67,-60.50,-47.19,-37.69,-32.47,-32.61,-27.40,-23.71,-42.65,-50.49,-48.64,-44.79,-59.51,-58.67,-62.31,-67.66,-63.69,-59.62,-66.20,-69.41,-79.57,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00,-80.00
